Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Customer Activity,Voice service usage,Equipment monthly usage,Monthly data usage,Streaming hours,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services
2546-GBZZFM-S9M,Female,West Coast,Extra Large,35 to 44,Completed High School,Yes,Crafts,11,No,38000,4.4,Married,2,15,1.25,Emerging,Moderate,18.3,29.25,0,27,"International plan, Home internet plan",2,"Equipment, Mobile security",2,Home computer,1,Cloud backup,1
8570-VCWJTN-3VL,Male,Northeast,Small,18 to 24,Some High School,No,Crafts,2,No,15000,10.5,Married,3,5,0.416666667,Newcomer,Moderate,6,0,0,23,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
2978-DVFGBI-RFJ,Female,Northeast,Small,35 to 44,Post Secondary,No,Sales,6,No,45000,1.2,Unmarried,1,54,4.5,Loyal,Moderate,24.45,60.1,53.85,17,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart home device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
2173-JHAAJO-Z0T,Female,Southeast,Large,65 to 74,Post Secondary,No,Professional,5,No,28000,9.3,Married,2,48,4,Loyal,Moderate,44.1,41.1,44.55,23,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2
9029-VSHQPW-JG3,Female,Southeast,Medium,45 to 54,Post Secondary,No,Professional,10,No,69000,10.4,Married,2,45,3.75,Loyal,Moderate,28.5,40.85,38.25,21,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Gaming console",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
4300-WWXJNA-95I,Male,Southwest,Small,25 to 34,Completed High School,Yes,Sales,1,No,35000,13,Unmarried,1,5,0.416666667,Newcomer,Low,11.1,0,0,21,No plans,0,Financial News streaming,1,No devices,0,No devices,0
1238-OJWCMS-SF4,Male,Midwest,Small,25 to 34,No High School,Yes,Service,6,No,26000,4.1,Married,5,10,0.833333333,Newcomer,Moderate,17.85,0,0,22,International plan,1,"Video streaming, Mobile security",2,Gaming console,1,"Virtual assistant service, Cloud backup",2
8222-FBBPEJ-23W,Female,Midwest,Medium,65 to 74,Completed High School,Yes,Sales,13,Yes,11000,1.9,Unmarried,1,53,4.416666667,Loyal,Moderate,45.9,0,0,23,International plan,1,No subscriptions,0,Home computer,1,No devices,0
5132-NEBOAE-EA4,Female,Midwest,Extra Large,18 to 24,Post Secondary,Yes,Sales,0,No,15000,5.1,Unmarried,1,3,0.25,Newcomer,Moderate,9.3,35.8,24.8,20,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
2850-PRUJVG-1Q2,Female,Southeast,Medium,25 to 34,Completed High School,Yes,Labor,6,No,41000,3.3,Married,4,35,2.916666667,Established,Moderate,21.75,0,0,21,No plans,0,No subscriptions,0,No devices,0,"Virtual assistant service, Cloud backup",2
7843-BGIVYS-A4G,Male,West Coast,Large,55 to 64,Post Secondary,No,Sales,10,No,60000,17,Married,2,11,0.916666667,Newcomer,Moderate,16.65,0,0,20,Home internet plan,1,No subscriptions,0,"Home computer, Gaming console",2,No devices,0
8119-LXVQIN-XGC,Female,Midwest,Extra Large,25 to 34,Post Secondary,No,Agriculture,2,No,22000,9.8,Unmarried,2,35,2.916666667,Established,Moderate,23.1,0,0,17,"International plan, Family plan",2,No subscriptions,0,Smart device,1,No devices,0
0424-AIXCMU-CMQ,Female,West Coast,Extra Large,18 to 24,Post Secondary,No,Crafts,0,No,21000,1.3,Unmarried,3,21,1.75,Emerging,Moderate,8.7,45.05,39.15,13,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
9376-KIITIR-4VN,Female,Midwest,Mega-City,55 to 64,Post Secondary,No,Professional,9,No,47000,10.3,Married,6,70,5.833333333,Veteran,Moderate,90.15,0,0,22,"International plan, Family plan",2,"Smart home monitoring, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0
9889-KISZOV-DGP,Female,Southwest,Medium,45 to 54,Post Secondary,Yes,Sales,7,No,45000,2.3,Married,3,54,4.5,Loyal,High,66.45,47.45,40.65,18,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console",3,No devices,0
5240-DIDRFM-4O3,Male,Northeast,Small,Over 75,Post Secondary,Yes,Professional,11,No,36000,9,Married,2,72,6,Veteran,Moderate,108.45,0,0,16,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,Home computer,1,"Virtual assistant service, Cloud backup",2
5074-CYFMOK-K4T,,Northeast,Small,55 to 64,Post Secondary,No,Sales,8,No,28000,6.8,Unmarried,1,21,1.75,Emerging,Moderate,20.1,30.3,0,19,Home internet plan,1,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console",3,Cloud storage,1
1167-TMYMHM-O7N,Male,Southeast,Small,45 to 54,Post Secondary,Yes,Service,6,No,65000,7.4,Unmarried,1,48,4,Loyal,Moderate,48.9,35.4,24.95,12,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console",3,"IoT device support, Cloud backup",2
2735-PDKKEG-P4W,Female,Midwest,Small,65 to 74,No High School,No,Professional,14,No,43000,14.7,Unmarried,1,35,2.916666667,Established,Moderate,26.1,0,0,19,International plan,1,No subscriptions,0,No devices,0,"Virtual assistant service, Cloud backup",2
0868-HVDQLI-HF1,Female,Southeast,Small,45 to 54,Post Secondary,Yes,Service,12,No,48000,11.5,Married,2,47,3.916666667,Loyal,Moderate,53.25,33.4,0,19,"International plan, Family plan",2,"Equipment, Mobile security",2,Smart device,1,No devices,0
2112-AAZKII-Z8W,Male,West Coast,Medium,45 to 54,Post Secondary,Yes,Sales,4,No,185000,24.9,Married,5,54,4.5,Loyal,Moderate,36.45,46.25,43.65,19,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
0967-QDJNGL-30V,Female,Southwest,Extra Large,45 to 54,Completed High School,Yes,Professional,6,No,52000,1.7,Married,4,61,5.083333333,Veteran,Moderate,45.3,0,0,19,International plan,1,Financial News streaming,1,No devices,0,No devices,0
0718-JLNUTY-R9X,Male,Midwest,Mega-City,25 to 34,Post Secondary,Yes,Service,7,No,76000,6.2,Married,4,64,5.333333333,Veteran,Moderate,34.8,0,0,20,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Smart device,1,"Cloud storage, Virtual assistant service, Cloud backup",3
1276-WYEMRN-BP6,Female,West Coast,Large,Over 75,Post Secondary,No,Sales,3,No,39000,18.8,Unmarried,1,16,1.333333333,Emerging,Moderate,21,50.1,49.65,15,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
0550-RZEUTR-978,Female,West Coast,Mega-City,35 to 44,Post Secondary,Yes,Service,3,No,30000,11.5,Unmarried,1,8,0.666666667,Newcomer,Moderate,8.85,31.35,0,18,Home internet plan,1,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console",3,"Virtual assistant service, Cloud backup",2
2728-IVRGQO-IPZ,Female,West Coast,Small,45 to 54,Post Secondary,No,Sales,4,No,65000,29.3,Married,5,63,5.25,Veteran,Moderate,64.65,34.2,0,21,"International plan, Home internet plan",2,"Equipment, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,No devices,0
9744-IIOOQN-C6R,Male,Midwest,Large,45 to 54,Post Secondary,Yes,Labor,15,No,24000,14.3,Unmarried,1,8,0.666666667,Newcomer,Moderate,12.15,0,0,21,Home internet plan,1,Smart home monitoring,1,"Home computer, Smart device, Gaming console",3,No devices,0
5040-CLPJWX-5TO,Male,Northeast,Small,65 to 74,Post Secondary,Yes,Sales,12,No,103000,3.6,Married,2,53,4.416666667,Loyal,Moderate,49.35,44.15,30.85,24,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console",3,Cloud storage,1
3699-ZFILHX-5WP,Male,Southwest,Large,55 to 64,Post Secondary,No,Professional,9,No,44000,7.5,Married,2,53,4.416666667,Loyal,Moderate,33.3,0,41.85,22,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Smart home monitoring, Mobile security",3,Home computer,1,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
8991-KZUKTA-H55,Female,Midwest,Small,65 to 74,Post Secondary,No,Sales,5,Yes,9000,19.6,Unmarried,1,47,3.916666667,Loyal,Moderate,55.65,0,0,0,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,No devices,0,No devices,0
7576-YDRPDI-5L0,Female,West Coast,Large,65 to 74,Post Secondary,Yes,Service,21,Yes,12000,3.2,Married,2,70,5.833333333,Veteran,High,88.5,45.9,39.6,15,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Smart device, Gaming console, Smart home device",4,Cloud storage,1
2288-RENDWA-WQQ,Female,Northeast,Medium,35 to 44,Some High School,No,Agriculture,12,No,20000,8.9,Unmarried,1,50,4.166666667,Loyal,Moderate,34.5,0,0,21,No plans,0,Financial News streaming,1,No devices,0,No devices,0
6489-LCSMYS-9G1,Male,West Coast,Extra Large,25 to 34,Post Secondary,Yes,Service,4,No,31000,23.3,Married,6,68,5.666666667,Veteran,High,64.65,30.5,0,31,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,Home computer,1,No devices,0
7844-UWFOPS-U1S,Male,Midwest,Small,35 to 44,Post Secondary,Yes,Labor,17,No,92000,6.9,Married,2,18,1.5,Emerging,Moderate,30.75,0,0,20,"International plan, Home internet plan",2,Smart home monitoring,1,"Home computer, Smart device, Gaming console",3,Cloud backup,1
9876-FBGIGP-VL3,Male,Northeast,Extra Large,25 to 34,Completed High School,Yes,Agriculture,11,No,26000,5.3,Married,5,60,5,Loyal,Moderate,82.95,31.7,0,24,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0
9043-MHPGSN-SE1,Male,West Coast,Medium,25 to 34,Post Secondary,No,Sales,0,No,32000,4.1,Married,4,37,3.083333333,Established,Moderate,20.7,0,0,27,International plan,1,Video streaming,1,"Home computer, Gaming console",2,"IoT device support, Virtual assistant service, Cloud backup",3
6613-IIXGXL-LHF,Male,Southwest,Extra Large,65 to 74,Post Secondary,No,Professional,11,No,27000,12.8,Married,2,42,3.5,Established,Moderate,37.35,0,0,21,Home internet plan,1,No subscriptions,0,Home computer,1,Virtual assistant service,1
7524-HPTQJM-SOS,Female,Midwest,Small,45 to 54,Post Secondary,No,Labor,18,No,113000,11.1,Unmarried,1,59,4.916666667,Loyal,Moderate,35.25,0,0,24,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0
4637-FNDPRW-GMA,Female,Southwest,Small,Over 75,Some High School,No,Crafts,33,Yes,35000,2.6,Unmarried,1,53,4.416666667,Loyal,Moderate,38.1,0,0,22,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,No devices,0,Virtual assistant service,1
6158-MAYKTG-TE4,Male,Northeast,Medium,18 to 24,Post Secondary,No,Labor,0,No,13000,11.5,Married,6,7,0.583333333,Newcomer,Moderate,17.4,0,0,26,Family plan,1,No subscriptions,0,"Home computer, Gaming console",2,Cloud backup,1
7675-HUOAAV-4L0,Female,Midwest,Medium,55 to 64,Post Secondary,Yes,Professional,12,No,62000,9.3,Unmarried,1,60,5,Loyal,Moderate,67.65,0,0,21,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,"Virtual assistant service, Cloud backup",2
9428-RJROQX-SET,Female,Southwest,Extra Large,25 to 34,Some High School,Yes,Service,6,No,23000,12,Unmarried,1,3,0.25,Newcomer,Low,8.85,0,0,14,No plans,0,Financial News streaming,1,"Home computer, Gaming console",2,Cloud backup,1
2082-VWNHYB-KNG,Male,Northeast,Medium,25 to 34,Some High School,No,Service,6,No,24000,18.5,Unmarried,1,7,0.583333333,Newcomer,Low,11.4,0,0,22,No plans,0,No subscriptions,0,No devices,0,No devices,0
8934-HFHAKV-H2L,Male,Southwest,Small,35 to 44,Post Secondary,Yes,Professional,4,No,65000,5.9,Married,2,44,3.666666667,Loyal,Moderate,29.85,0,0,23,"International plan, Home internet plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart home device",2,"Virtual assistant service, Cloud backup",2
1909-LZTQBC-0D7,Male,Midwest,Medium,18 to 24,Post Secondary,Yes,Sales,0,No,19000,2,Married,5,5,0.416666667,Newcomer,Moderate,14.55,0,0,18,Home internet plan,1,Smart home monitoring,1,"Home computer, Gaming console",2,No devices,0
1618-XLOREQ-Q4Y,Male,Southwest,Extra Large,Over 75,Some High School,No,Sales,10,Yes,9000,4.2,Unmarried,1,71,5.916666667,Veteran,Moderate,65.25,0,0,16,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,No devices,0,Cloud backup,1
7126-ILFAMY-PP2,Female,Northeast,Small,25 to 34,Post Secondary,No,Sales,0,No,50000,10.1,Married,4,33,2.75,Established,Moderate,22.35,0,0,18,No plans,0,No subscriptions,0,Smart device,1,No devices,0
6428-RXOYFV-DHO,Female,Northeast,Medium,45 to 54,Post Secondary,Yes,Professional,17,No,192000,14.3,Married,2,62,5.166666667,Veteran,High,57.9,0,41.2,16,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Smart home monitoring, Mobile security",2,"Home computer, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
2727-QLKEXR-NSO,Female,Midwest,Medium,25 to 34,Post Secondary,Yes,Professional,2,No,53000,6.9,Married,6,6,0.5,Newcomer,Moderate,11.7,34.25,15.25,15,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring",2,"Home computer, Gaming console",2,"Cloud storage, IoT device support",2
8220-CFTXTM-GNK,Male,Northeast,Small,35 to 44,Some High School,Yes,Professional,6,No,35000,15.2,Married,4,48,4,Loyal,Moderate,31.95,0,0,19,Home internet plan,1,Financial News streaming,1,Home computer,1,No devices,0
7495-PRHWVG-ZVM,Female,Southeast,Small,Over 75,Completed High School,No,Service,39,Yes,56000,9.5,Married,2,71,5.916666667,Veteran,Moderate,177.9,0,0,25,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Cloud storage, Virtual assistant service, Cloud backup",3
2745-RNCJOU-ERZ,Male,Midwest,Small,45 to 54,Post Secondary,Yes,Labor,20,No,142000,8.1,Married,7,72,6,Veteran,Moderate,214.05,0,0,19,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device",2,No devices,0
6272-XHEHQD-H5E,Female,West Coast,Large,25 to 34,Post Secondary,No,Service,5,No,30000,11.9,Unmarried,2,2,0.166666667,Newcomer,Moderate,7.95,27.75,18.55,13,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Gaming console",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
6745-XOSOPD-7QB,Male,Midwest,Mega-City,35 to 44,Post Secondary,Yes,Service,7,No,19000,5.4,Unmarried,4,34,2.833333333,Established,Moderate,21.75,0,0,22,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
3345-ECUNPH-BRC,Male,Midwest,Extra Large,55 to 64,Some High School,Yes,Professional,2,No,35000,6.8,Unmarried,1,14,1.166666667,Newcomer,Low,6.6,0,0,21,No plans,0,Video streaming,1,No devices,0,Cloud backup,1
9806-FPJFJU-VT8,Male,Northeast,Medium,18 to 24,Some High School,Yes,Sales,1,No,15000,13.8,Unmarried,1,2,0.166666667,Newcomer,Low,5.7,0,0,19,No plans,0,No subscriptions,0,"Smart device, Gaming console",2,No devices,0
1682-XDZYGW-C0V,,Southwest,Mega-City,55 to 64,Some High School,No,Sales,5,No,31000,22,Unmarried,1,39,3.25,Established,Moderate,29.25,0,0,20,International plan,1,Mobile security,1,No devices,0,No devices,0
9482-DUHRYC-8XB,Male,Southwest,Medium,45 to 54,Completed High School,Yes,Sales,4,No,27000,5.9,Unmarried,1,22,1.833333333,Emerging,Moderate,32.85,30.35,0,26,Home internet plan,1,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device",2,No devices,0
8752-ILSFDO-GD9,Male,Northeast,Small,55 to 64,Post Secondary,Yes,Sales,2,No,27000,3.4,Married,2,68,5.666666667,Veteran,High,130.05,45.85,56,24,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
4995-LHPQCW-XK1,,Southwest,Medium,65 to 74,Completed High School,No,Labor,33,No,193000,24.4,Unmarried,1,71,5.916666667,Veteran,Moderate,45.6,0,0,20,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,Home computer,1,"Virtual assistant service, Cloud backup",2
5786-JJYPPE-HFO,Female,Southwest,Extra Large,45 to 54,Post Secondary,Yes,Sales,3,No,39000,0.9,Married,5,2,0.166666667,Newcomer,Moderate,16.95,0,0,24,International plan,1,No subscriptions,0,Home computer,1,Cloud backup,1
9621-GVBWNE-B55,Male,Northeast,Small,35 to 44,Post Secondary,No,Professional,3,No,46000,6.9,Married,2,48,4,Loyal,Moderate,28.65,0,0,19,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,Cloud backup,1
8133-JPYKOC-BOA,Male,Northeast,Extra Large,45 to 54,Post Secondary,Yes,Professional,6,No,79000,29.2,Unmarried,3,33,2.75,Established,Moderate,19.65,0,34.5,17,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Mobile security",2,"Home computer, Gaming console",2,"IoT device support, Virtual assistant service, Cloud backup",3
8086-EYIICX-HYF,Male,Southwest,Extra Large,25 to 34,Post Secondary,No,Labor,5,No,32000,8.9,Married,4,23,1.916666667,Emerging,Moderate,20.4,0,21.05,21,"International plan, Wireless data plan, Home internet plan",3,Mobile security,1,"Home computer, Smart device, Gaming console",3,"Cloud storage, Cloud backup",2
