Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Voice service usage,Voice Service Groups,Equipment monthly usage,Monthly data usage,Data Usage Groups,Streaming hours,Streaming Groups,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services,CARTsegments,kmeans_segment,Customer Activity
0866-UHTTGI-3QO,Male,West Coast,Mega-City,45 to 54,Post Secondary,Yes,Crafts,18,No,116000,7.4,Married,2,71,5.916666667,Veteran,69.3,High,43.65,0,None,14,Low,"International plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,No devices,0,7,2,Moderate
3813-TVAIYQ-3ZA,Female,Southeast,Small,55 to 64,No High School,Yes,Agriculture,32,No,66000,2.7,Unmarried,1,65,5.416666667,Veteran,76.2,High,0,0,None,16,Low,"International plan, Family plan",2,Financial News streaming,1,Gaming console,1,No devices,0,7,2,Moderate
9266-ZNYFGY-9OK,Female,Northeast,Small,25 to 34,Post Secondary,Yes,Sales,1,No,24000,6.4,Unmarried,2,7,0.583333333,Newcomer,23.25,Low,29.25,23.05,Low,14,Low,"Wireless data plan, Home internet plan",2,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2,3,3,Low
0664-RJXMZO-TIF,Female,Midwest,Large,Over 75,Post Secondary,No,Professional,0,Yes,10000,7.3,Unmarried,1,13,1.083333333,Newcomer,9,Low,0,0,None,21,Moderate,Family plan,1,Smart home monitoring,1,"Home computer, Gaming console",2,No devices,0,1,4,Low
1831-IHOELQ-KXI,Female,Northeast,Small,45 to 54,Some High School,Yes,Professional,15,No,70000,15.2,Married,5,32,2.666666667,Established,30.75,Moderate,0,21.55,Low,16,Low,"International plan, Wireless data plan",2,"Video streaming, Financial News streaming, Mobile security",3,Home computer,1,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,3,Low
1343-HJJBCT-RGG,Female,Southeast,Medium,55 to 64,Post Secondary,No,Agriculture,31,No,257000,6.1,Unmarried,1,35,2.916666667,Established,20.4,Low,40.2,46.25,Moderate,19,Moderate,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2,3,3,Moderate
4379-KQDORG-UXD,Male,Southwest,Medium,18 to 24,Post Secondary,No,Sales,1,No,20000,9.3,Unmarried,1,5,0.416666667,Newcomer,8.55,Low,0,0,None,24,Moderate,No plans,0,No subscriptions,0,Smart device,1,No devices,0,1,1,Low
8332-KYRZRM-FC3,Male,Northeast,Small,18 to 24,Completed High School,No,Sales,1,No,24000,7,Unmarried,1,17,1.416666667,Emerging,16.2,Low,0,0,None,20,Moderate,"International plan, Family plan",2,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3,3,3,Low
3253-UJNZYQ-DCN,Female,Northeast,Medium,65 to 74,Post Secondary,Yes,Sales,6,Yes,16000,0.5,Unmarried,1,56,4.666666667,Loyal,30,Moderate,46.6,31.25,Moderate,22,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,6,Moderate
4455-HYJDHI-0DK,Male,Southeast,Medium,18 to 24,Post Secondary,No,Service,0,No,25000,1.6,Unmarried,3,26,2.166666667,Established,15.9,Low,0,36.55,Moderate,26,Moderate,"International plan, Wireless data plan, Family plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Smart device, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Moderate
2850-IENNZN-M18,Female,Midwest,Extra Large,55 to 64,Post Secondary,No,Sales,4,No,49000,14.2,Married,3,62,5.166666667,Veteran,83.55,High,0,0,None,18,Moderate,"International plan, Family plan",2,"Video streaming, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3,8,2,Moderate
0064-ICJQQF-J5B,Female,Southeast,Mega-City,25 to 34,Post Secondary,No,Service,4,No,28000,21.9,Unmarried,2,27,2.25,Established,20.85,Low,0,0,None,19,Moderate,Family plan,1,Video streaming,1,Home computer,1,No devices,0,3,1,Low
0931-NNQHEA-CFE,Female,West Coast,Mega-City,Over 75,Post Secondary,Yes,Professional,14,No,122000,33.1,Married,2,53,4.416666667,Loyal,37.95,Moderate,32.05,34.75,Moderate,26,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring",2,"Home computer, Gaming console",2,IoT device support,1,5,2,Moderate
7486-BUSGEZ-YN6,Male,West Coast,Small,65 to 74,No High School,No,Professional,0,Yes,12000,1.7,Married,2,37,3.083333333,Established,40.35,Moderate,0,0,None,26,Moderate,No plans,0,Mobile security,1,Home computer,1,No devices,0,4,1,Moderate
9705-SBORMY-SLG,Female,Midwest,Medium,45 to 54,Completed High School,Yes,Sales,10,No,98000,9.8,Unmarried,1,64,5.333333333,Veteran,72,High,0,0,None,14,Low,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2,7,2,Moderate
9101-HUFHJM-454,Female,Southwest,Large,35 to 44,Post Secondary,Yes,Professional,3,No,37000,14,Married,3,47,3.916666667,Loyal,33.6,Moderate,57.15,46.1,Moderate,24,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,6,Moderate
4815-KKWOCU-DC9,Male,Southeast,Small,Over 75,Some High School,Yes,Labor,52,Yes,107000,10.7,Married,2,72,6,Veteran,161.7,High,0,0,None,21,Moderate,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0,8,5,Moderate
8231-SCGVQY-I34,Female,Southwest,Extra Large,25 to 34,Post Secondary,Yes,Labor,6,No,46000,10.4,Married,5,55,4.583333333,Loyal,74.1,High,0,0,None,21,Moderate,"International plan, Family plan",2,Financial News streaming,1,"Smart device, Gaming console",2,No devices,0,7,2,Moderate
9895-KWBXQZ-CCY,Male,West Coast,Medium,35 to 44,Post Secondary,No,Labor,10,No,49000,9.6,Married,2,27,2.25,Established,41.85,Moderate,0,0,None,17,Low,"International plan, Home internet plan",2,"Video streaming, Mobile security",2,Home computer,1,Cloud backup,1,5,4,Low
5296-OZSPOU-M8Y,Male,West Coast,Mega-City,25 to 34,Post Secondary,Yes,Labor,5,No,65000,21,Married,4,63,5.25,Veteran,69,High,40.4,0,None,18,Moderate,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming, Mobile security",3,"Home computer, Smart device",2,IoT device support,1,7,2,Moderate
9278-CKRRXE-19H,Male,Midwest,Large,45 to 54,Post Secondary,Yes,Service,20,No,54000,2.2,Unmarried,1,46,3.833333333,Loyal,34.8,Moderate,0,0,None,19,Moderate,International plan,1,Financial News streaming,1,No devices,0,Cloud backup,1,5,1,Moderate
6148-FYPQON-ZB9,Male,Midwest,Mega-City,25 to 34,Post Secondary,Yes,Professional,1,No,25000,20.1,Unmarried,1,7,0.583333333,Newcomer,12.3,Low,0,20.85,Low,23,Moderate,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Mobile security",2,"Home computer, Gaming console",2,"Virtual assistant service, Cloud backup",2,1,3,Low
1916-KTSVAM-IT3,Male,Southwest,Medium,35 to 44,Post Secondary,Yes,Crafts,10,No,65000,1.8,Married,2,40,3.333333333,Established,44.85,Moderate,28.7,0,None,26,Moderate,"Family plan, Home internet plan",2,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,No devices,0,6,4,Moderate
3586-ERGCLA-0KU,Male,Southwest,Small,25 to 34,Post Secondary,Yes,Service,4,No,24000,10.8,Unmarried,1,30,2.5,Established,27.75,Low,47.65,63.2,High,18,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,6,Moderate
7205-MQEBIR-6EN,Female,Midwest,Large,55 to 64,Post Secondary,No,Crafts,13,Yes,28000,18.7,Married,2,5,0.416666667,Newcomer,13.95,Low,0,0,None,20,Moderate,International plan,1,Video streaming,1,Smart device,1,Virtual assistant service,1,1,1,Low
2173-PULCBV-RBF,Female,Southwest,Medium,25 to 34,Post Secondary,Yes,Sales,0,No,27000,18.8,Married,3,26,2.166666667,Established,21.75,Low,45.45,33.95,Moderate,26,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Moderate
4208-EUPATO-SAN,Female,Southeast,Medium,45 to 54,Completed High School,No,Professional,13,No,76000,11.2,Unmarried,1,62,5.166666667,Veteran,45.45,Moderate,0,35.2,Moderate,14,Low,"International plan, Wireless data plan, Family plan",3,"Smart home monitoring, Financial News streaming, Mobile Security",3,"Home computer, Smart device",2,"Virtual assistant service, Cloud backup",2,6,6,Moderate
0060-IQXKJE-0HJ,Male,Southeast,Medium,25 to 34,Post Secondary,Yes,Professional,3,No,22000,7.9,Unmarried,1,39,3.25,Established,14.4,Low,32.35,23.5,Low,18,Moderate,"International plan, Wireless data plan",2,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart home device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Low
6288-ATESMS-YXJ,Female,Midwest,Medium,45 to 54,Post Secondary,Yes,Sales,5,No,44000,3.1,Married,4,47,3.916666667,Loyal,49.65,Moderate,57.15,58.05,High,18,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,6,6,Moderate
7453-BBIDYS-8MG,Male,Southeast,Small,45 to 54,Post Secondary,No,Sales,3,No,64000,16.4,Married,3,52,4.333333333,Loyal,52.95,Moderate,0,0,None,16,Low,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0,6,2,Low
6766-XBOCOZ-7LD,Male,Southeast,Small,65 to 74,Post Secondary,Yes,Professional,10,No,51000,2.4,Married,2,55,4.583333333,Loyal,20.55,Low,36.7,20.2,Low,25,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,No devices,0,3,2,Low
1739-JEWQEK-74F,Female,Northeast,Medium,65 to 74,Some High School,Yes,Service,29,No,107000,13.2,Married,2,67,5.583333333,Veteran,32.55,Moderate,0,38.45,Moderate,17,Low,"International plan, Wireless data plan",2,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2,5,2,Moderate
4750-DJUTIR-NAA,Female,Northeast,Small,25 to 34,Some High School,No,Labor,9,No,25000,5.4,Married,3,4,0.333333333,Newcomer,10.95,Low,0,0,None,18,Moderate,International plan,1,Video streaming,1,No devices,0,Virtual assistant service,1,1,1,Low
9847-QFQVFK-D8O,Female,Northeast,Large,Over 75,Post Secondary,No,Service,35,Yes,24000,4.1,Unmarried,1,46,3.833333333,Loyal,33.6,Moderate,0,0,None,16,Low,Family plan,1,Financial News streaming,1,"Home computer, Smart device",2,No devices,0,5,4,Low
0228-GGJEXI-9A3,Male,Northeast,Small,55 to 64,Post Secondary,Yes,Professional,6,No,69000,5.7,Married,2,54,4.5,Loyal,25.35,Low,46.15,47.65,Moderate,25,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,Home computer,1,"IoT device support, Virtual assistant service, Cloud backup",3,3,6,Moderate
1205-KEKOES-N5G,Male,Northeast,Extra Large,45 to 54,Post Secondary,Yes,Sales,4,No,42000,9.6,Married,2,60,5,Loyal,63.45,High,49.3,49.15,Moderate,20,Moderate,"International plan, Wireless data plan, Family plan",3,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,7,6,Moderate
5273-HEYCTH-31R,Female,Southwest,Small,55 to 64,Post Secondary,No,Sales,3,No,53000,7.6,Married,2,60,5,Loyal,61.65,High,27,0,None,22,Moderate,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0,7,2,Moderate
8822-MXUYEV-8W6,Female,Northeast,Medium,55 to 64,Post Secondary,No,Service,14,Yes,35000,8.5,Married,4,62,5.166666667,Veteran,51.45,Moderate,42,0,None,13,Low,"Family plan, Home internet plan",2,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,Cloud storage,1,6,2,Low
5599-DUCEPK-HXP,Female,Southwest,Large,Over 75,Post Secondary,Yes,Professional,27,No,108000,9.1,Married,2,72,6,Veteran,163.65,High,0,0,None,21,Moderate,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0,8,5,Moderate
4626-CAHDBA-0M9,Male,Southeast,Small,45 to 54,Completed High School,No,Labor,18,No,50000,34.3,Unmarried,1,39,3.25,Established,14.7,Low,0,0,None,16,Low,International plan,1,Financial News streaming,1,"Smart device, Gaming console",2,No devices,0,3,4,Low
5682-HSIFSE-LWF,Female,Northeast,Small,Over 75,Completed High School,No,Professional,16,Yes,9000,19.9,Unmarried,1,36,3,Established,32.1,Moderate,0,0,None,0,Low,International plan,1,"Financial News streaming, Mobile security",2,No devices,0,Cloud backup,1,5,1,Low
3280-AVNIIW-BP1,Male,Northeast,Small,25 to 34,Post Secondary,Yes,Service,2,No,59000,5.4,Married,3,24,2,Emerging,15,Low,64.9,43.7,Moderate,30,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,6,Moderate
8325-ORNEIY-ZAD,Female,Midwest,Extra Large,35 to 44,Post Secondary,Yes,Professional,9,No,74000,9.6,Unmarried,2,11,0.916666667,Newcomer,26.4,Low,0,25.55,Moderate,24,Moderate,"Wireless data plan, Home internet plan",2,"Video streaming, Smart home monitoring, Financial News streaming, Mobile security",4,Home computer,1,"Virtual assistant service, Cloud backup",2,3,3,Moderate
1224-JIXCKY-WER,Female,Northeast,Small,65 to 74,Post Secondary,No,Professional,18,No,46000,19.7,Married,4,72,6,Veteran,275.85,High,0,0,None,19,Moderate,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,Home computer,1,No devices,0,8,5,Moderate
3715-QWHEEW-C47,Female,Southeast,Extra Large,35 to 44,No High School,No,Professional,3,No,29000,14.6,Married,2,47,3.916666667,Loyal,44.25,Moderate,0,0,None,16,Low,No plans,0,No subscriptions,0,No devices,0,No devices,0,6,1,Low
3676-WTBQOM-7IN,Female,Northeast,Small,65 to 74,Some High School,Yes,Labor,29,Yes,11000,5.3,Married,4,63,5.25,Veteran,29.1,Moderate,0,0,None,14,Low,International plan,1,No subscriptions,0,No devices,0,No devices,0,5,1,Low
8436-MBFTPR-A8H,Male,Southeast,Medium,55 to 64,Post Secondary,No,Sales,6,No,27000,7.3,Unmarried,1,47,3.916666667,Loyal,17.4,Low,0,0,None,15,Low,"International plan, Family plan",2,Mobile security,1,No devices,0,No devices,0,3,1,Low
5435-FVAUQT-FCW,Female,West Coast,Large,18 to 24,Post Secondary,Yes,Service,0,No,23000,22.6,Married,4,21,1.75,Emerging,28.95,Moderate,0,0,None,15,Low,Family plan,1,No subscriptions,0,Home computer,1,Cloud backup,1,5,1,Low
1553-CFKORW-DX4,Female,Southeast,Extra Large,18 to 24,Post Secondary,No,Sales,0,No,24000,6.3,Unmarried,1,8,0.666666667,Newcomer,19.05,Low,31.55,22.85,Low,14,Low,"Wireless data plan, Home internet plan",2,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console",3,Cloud backup,1,3,3,Low
5008-XQDMYC-I6U,Female,Southwest,Small,55 to 64,No High School,Yes,Service,25,No,80000,6.9,Married,2,72,6,Veteran,136.8,High,0,42.5,Moderate,30,Moderate,"International plan, Wireless data plan",2,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2,8,5,Moderate
6231-FDXDHF-BI1,Female,Southeast,Mega-City,65 to 74,Some High School,Yes,Labor,25,Yes,10000,7.7,Unmarried,1,72,6,Veteran,60.6,High,0,0,None,15,Low,"International plan, Family plan",2,Financial News streaming,1,No devices,0,"Cloud storage, Virtual assistant service, Cloud backup",3,7,2,Moderate
0821-KARQQH-J2T,Female,Midwest,Large,55 to 64,Post Secondary,Yes,Professional,15,No,108000,4.2,Unmarried,1,67,5.583333333,Veteran,50.1,Moderate,47.5,39.7,Moderate,17,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,6,6,Moderate
3319-VOHKDQ-M54,Female,Midwest,Large,25 to 34,Post Secondary,No,Professional,2,No,25000,14.1,Unmarried,1,12,1,Newcomer,10.95,Low,0,19.1,Low,18,Moderate,"Wireless data plan, Home internet plan",2,"Video streaming, Smart home monitoring, Mobile security",3,"Home computer, Smart device",2,"Cloud storage, Virtual assistant service, Cloud backup",3,1,3,Low
4706-ZIUYMD-B96,Female,Southeast,Small,Over 75,Completed High School,No,Professional,31,Yes,22000,8.1,Married,2,71,5.916666667,Veteran,80.7,High,0,0,None,15,Low,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0,8,2,Moderate
0050-VSGLEA-9NB,Male,Southwest,Medium,35 to 44,Post Secondary,Yes,Sales,5,No,66000,25.7,Unmarried,1,4,0.333333333,Newcomer,7.8,Low,0,0,None,20,Moderate,"International plan, Home internet plan",2,Mobile security,1,"Home computer, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,1,3,Low
3361-ANDCSP-T9V,Male,Southeast,Medium,55 to 64,Post Secondary,No,Professional,6,No,72000,15.3,Married,2,54,4.5,Loyal,32.4,Moderate,0,71.75,High,26,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,6,Moderate
